id,eye,diameter,confidence,timestamp
1,left,30.44043731689453,0.805940568447113,2023-05-24T13:18:31.913043
0,right,31.904949188232422,0.6810243725776672,2023-05-24T13:18:31.919138
1,left,30.9304141998291,0.6864548325538635,2023-05-24T13:18:31.921112
0,right,32.112510681152344,0.7595082521438599,2023-05-24T13:18:31.927207
1,left,30.546127319335938,0.7805277109146118,2023-05-24T13:18:31.929180
0,right,32.08707809448242,0.6171160936355591,2023-05-24T13:18:31.935276
1,left,30.621665954589844,0.7813094854354858,2023-05-24T13:18:31.937249
0,right,32.02507400512695,0.7477506995201111,2023-05-24T13:18:31.943345
1,left,30.564407348632812,0.8225972056388855,2023-05-24T13:18:31.945318
0,right,31.79295539855957,0.7043373584747314,2023-05-24T13:18:31.951414
1,left,30.57651710510254,0.7354328632354736,2023-05-24T13:18:31.953387
0,right,31.866981506347656,0.7712917327880859,2023-05-24T13:18:31.959483
0,right,31.885372161865234,0.7481570243835449,2023-05-24T13:18:31.967552
1,left,30.546634674072266,0.679427981376648,2023-05-24T13:18:31.961456
1,left,30.791841506958008,0.8065881729125977,2023-05-24T13:18:31.969525
0,right,31.9408016204834,0.6475868821144104,2023-05-24T13:18:31.975621
0,right,31.762910842895508,0.8192023038864136,2023-05-24T13:18:31.983690
1,left,30.393798828125,0.7791783213615417,2023-05-24T13:18:31.977594
1,left,30.915754318237305,0.7964914441108704,2023-05-24T13:18:31.985663
0,right,31.641149520874023,0.770510733127594,2023-05-24T13:18:31.991759
0,right,31.47453498840332,0.7294090986251831,2023-05-24T13:18:31.999828
1,left,30.49907875061035,0.687626302242279,2023-05-24T13:18:31.993732
0,right,31.696964263916016,0.7409166693687439,2023-05-24T13:18:32.007897
1,left,30.356521606445312,0.6136064529418945,2023-05-24T13:18:32.001801
0,right,31.748323440551758,0.7235544919967651,2023-05-24T13:18:32.015966
1,left,30.357555389404297,0.7674251794815063,2023-05-24T13:18:32.009870
1,left,30.46085548400879,0.8143526911735535,2023-05-24T13:18:32.017938
0,right,31.212379455566406,0.6540634632110596,2023-05-24T13:18:32.024035
0,right,30.511911392211914,0.99,2023-05-24T13:18:32.032104
1,left,0.0,0.0,2023-05-24T13:18:32.026007
0,right,29.626447677612305,0.5936869978904724,2023-05-24T13:18:32.040173
1,left,0.0,0.0,2023-05-24T13:18:32.034076
0,right,31.33706283569336,0.48070111870765686,2023-05-24T13:18:32.048242
1,left,29.491296768188477,0.99,2023-05-24T13:18:32.042145
1,left,29.285316467285156,0.7275470495223999,2023-05-24T13:18:32.050214
0,right,33.1744384765625,0.398054838180542,2023-05-24T13:18:32.056311
1,left,28.948932647705078,0.6298295259475708,2023-05-24T13:18:32.058283
0,right,34.307029724121094,0.41584673523902893,2023-05-24T13:18:32.064380
1,left,28.81586456298828,0.6593964695930481,2023-05-24T13:18:32.066352
0,right,34.406349182128906,0.535264790058136,2023-05-24T13:18:32.072448
1,left,29.120018005371094,0.7585843801498413,2023-05-24T13:18:32.074421
0,right,33.0401496887207,0.558285117149353,2023-05-24T13:18:32.080517
1,left,29.329608917236328,0.7508948445320129,2023-05-24T13:18:32.082490
0,right,33.24882125854492,0.4938328266143799,2023-05-24T13:18:32.088586
1,left,29.659255981445312,0.7158833742141724,2023-05-24T13:18:32.090559
0,right,33.51203918457031,0.6224486231803894,2023-05-24T13:18:32.096655
1,left,29.482200622558594,0.8220162391662598,2023-05-24T13:18:32.098628
0,right,32.449012756347656,0.5069412589073181,2023-05-24T13:18:32.104724
1,left,29.909177780151367,0.7446026802062988,2023-05-24T13:18:32.106697
0,right,32.820072174072266,0.511019229888916,2023-05-24T13:18:32.112793
1,left,29.633832931518555,0.6806957721710205,2023-05-24T13:18:32.114766
0,right,32.59585952758789,0.4680393934249878,2023-05-24T13:18:32.120862
1,left,29.59723663330078,0.6627880334854126,2023-05-24T13:18:32.122834
0,right,33.08887481689453,0.45001205801963806,2023-05-24T13:18:32.128931
1,left,29.5040283203125,0.7837187051773071,2023-05-24T13:18:32.130903
0,right,30.720081329345703,0.537727415561676,2023-05-24T13:18:32.137000
1,left,29.725257873535156,0.6704795956611633,2023-05-24T13:18:32.138972
0,right,31.756792068481445,0.46601438522338867,2023-05-24T13:18:32.145069
0,right,32.22549819946289,0.5210424661636353,2023-05-24T13:18:32.153138
1,left,29.958520889282227,0.6762798428535461,2023-05-24T13:18:32.147041
1,left,29.74842643737793,0.6848040819168091,2023-05-24T13:18:32.155110
0,right,32.10563659667969,0.46632853150367737,2023-05-24T13:18:32.161207
0,right,32.993465423583984,0.4909580945968628,2023-05-24T13:18:32.169276
1,left,29.77097511291504,0.7221306562423706,2023-05-24T13:18:32.163179
1,left,30.037464141845703,0.8776914477348328,2023-05-24T13:18:32.171248
0,right,32.6851692199707,0.477329283952713,2023-05-24T13:18:32.177345
1,left,30.32770538330078,0.7451105713844299,2023-05-24T13:18:32.179317
0,right,32.14976119995117,0.48123598098754883,2023-05-24T13:18:32.185414
0,right,32.26859664916992,0.5951239466667175,2023-05-24T13:18:32.193483
1,left,30.206636428833008,0.6579795479774475,2023-05-24T13:18:32.187386
1,left,30.028276443481445,0.7379875183105469,2023-05-24T13:18:32.195455
0,right,32.090999603271484,0.6016863584518433,2023-05-24T13:18:32.201552
1,left,30.32439422607422,0.7712276577949524,2023-05-24T13:18:32.203524
0,right,31.636560440063477,0.5043997168540955,2023-05-24T13:18:32.209621
1,left,29.941068649291992,0.7371164560317993,2023-05-24T13:18:32.211592
0,right,32.549617767333984,0.4249805808067322,2023-05-24T13:18:32.217690
0,right,31.164508819580078,0.43092530965805054,2023-05-24T13:18:32.225758
1,left,30.155237197875977,0.6046276092529297,2023-05-24T13:18:32.219661
1,left,29.963642120361328,0.689317524433136,2023-05-24T13:18:32.227730
0,right,30.1916446685791,0.4909568130970001,2023-05-24T13:18:32.233827
0,right,30.41679573059082,0.4508914351463318,2023-05-24T13:18:32.241896
1,left,30.263071060180664,0.7414525747299194,2023-05-24T13:18:32.235799
1,left,30.387941360473633,0.7240691184997559,2023-05-24T13:18:32.243868
0,right,30.531158447265625,0.531515896320343,2023-05-24T13:18:32.249965
0,right,30.926998138427734,0.5620318055152893,2023-05-24T13:18:32.258034
1,left,30.131736755371094,0.6946216821670532,2023-05-24T13:18:32.251937
1,left,30.305070877075195,0.7801609039306641,2023-05-24T13:18:32.260006
0,right,31.60495376586914,0.5545915961265564,2023-05-24T13:18:32.266103
1,left,30.376373291015625,0.7143924236297607,2023-05-24T13:18:32.268075
0,right,31.434307098388672,0.5229380130767822,2023-05-24T13:18:32.274172
1,left,30.500030517578125,0.9223153591156006,2023-05-24T13:18:32.276144
0,right,31.719646453857422,0.46667712926864624,2023-05-24T13:18:32.282241
1,left,30.534284591674805,0.7556217908859253,2023-05-24T13:18:32.284213
0,right,31.722736358642578,0.4915124475955963,2023-05-24T13:18:32.290310
1,left,30.540618896484375,0.7394641041755676,2023-05-24T13:18:32.292282
0,right,31.98528289794922,0.4222641885280609,2023-05-24T13:18:32.298379
1,left,30.721256256103516,0.8145225048065186,2023-05-24T13:18:32.300351
0,right,31.94473648071289,0.4266660213470459,2023-05-24T13:18:32.306448
1,left,30.848709106445312,0.7398332357406616,2023-05-24T13:18:32.308419
0,right,31.126174926757812,0.5571314692497253,2023-05-24T13:18:32.314517
1,left,30.91396141052246,0.803756058216095,2023-05-24T13:18:32.316488
0,right,31.7879581451416,0.5081307888031006,2023-05-24T13:18:32.322586
1,left,30.965621948242188,0.9831865429878235,2023-05-24T13:18:32.324557
0,right,32.38842010498047,0.48270875215530396,2023-05-24T13:18:32.330655
1,left,30.84599494934082,0.863836407661438,2023-05-24T13:18:32.332626
0,right,32.352108001708984,0.46296775341033936,2023-05-24T13:18:32.338724
1,left,30.63159942626953,0.8006911277770996,2023-05-24T13:18:32.340695
0,right,32.76805114746094,0.3862610459327698,2023-05-24T13:18:32.346793
1,left,30.432477951049805,0.8082549571990967,2023-05-24T13:18:32.348764
0,right,32.2829475402832,0.45508936047554016,2023-05-24T13:18:32.354862
1,left,30.081514358520508,0.6997622847557068,2023-05-24T13:18:32.356833
0,right,32.49498748779297,0.37424084544181824,2023-05-24T13:18:32.362931
1,left,29.32413101196289,0.7622936964035034,2023-05-24T13:18:32.364902
0,right,24.664133071899414,0.894957538934354,2023-05-24T13:18:32.371000
1,left,32.467262268066406,0.23890571296215057,2023-05-24T13:18:32.372971
0,right,0.0,0.0,2023-05-24T13:18:32.379068
1,left,29.314992904663086,0.8104965010066925,2023-05-24T13:18:32.381040
0,right,33.19287109375,0.6744507908623394,2023-05-24T13:18:32.387137
1,left,0.0,0.0,2023-05-24T13:18:32.389109
0,right,0.0,0.0,2023-05-24T13:18:32.395206
1,left,0.0,0.0,2023-05-24T13:18:32.397178
0,right,37.69559860229492,0.7981154704950503,2023-05-24T13:18:32.403275
0,right,29.995203018188477,0.99,2023-05-24T13:18:32.411344
1,left,29.88450050354004,0.99,2023-05-24T13:18:32.405246
1,left,30.04430389404297,0.8133136630058289,2023-05-24T13:18:32.413315
0,right,31.041133880615234,0.7891750931739807,2023-05-24T13:18:32.419413
1,left,30.066448211669922,0.681699812412262,2023-05-24T13:18:32.421384
0,right,31.64578628540039,0.8494331240653992,2023-05-24T13:18:32.427482
0,right,31.38264274597168,0.8207549452781677,2023-05-24T13:18:32.435551
1,left,30.25977325439453,0.8489066958427429,2023-05-24T13:18:32.429453
1,left,30.230266571044922,0.9238251447677612,2023-05-24T13:18:32.437522
0,right,31.2885684967041,0.8210062384605408,2023-05-24T13:18:32.443620
